-72.9,-41.9,0.064306997
-72.9,-41.7,0.074813172
-72.9,-41.5,0.079120837
-72.9,-41.3,0.080799416
-72.9,-41.1,0.08146736
-72.9,-40.9,0.081743807
-72.9,-40.7,0.081862263
-72.9,-40.5,0.08190953
-72.9,-40.3,0.081933729
-72.9,-40.1,0.081947304
-72.9,-39.9,0.081964418
-72.9,-39.7,0.08199428
-72.9,-39.5,0.082039729
-72.9,-39.3,0.082131617
-72.9,-39.1,0.08228083
-72.9,-38.9,0.082548663
-72.9,-38.7,0.082967497
-72.9,-38.5,0.083572298
-72.9,-38.3,0.084355406
-72.9,-38.1,0.085246406
-72.9,-37.9,0.086152293
-72.9,-37.7,0.086974725
-72.9,-37.5,0.087681919
-72.9,-37.3,0.08833465
-72.9,-37.1,0.089116342
-72.9,-36.9,0.090510257
-72.9,-36.7,0.093567833
-72.9,-36.5,0.099878125
-72.9,-36.3,0.106678888
-72.9,-36.1,0.110014036
-72.9,-35.9,0.111299045
-72.9,-35.7,0.111774296
-72.9,-35.5,0.111945547
-72.9,-35.3,0.111971386
-72.9,-35.1,0.111875556
-72.9,-34.9,0.111583933
-72.9,-34.7,0.110859215
-72.9,-34.5,0.108968124
-72.9,-34.3,0.103715315
-72.9,-34.1,0.089809202
-72.9,-33.9,0.067024842
-72.9,-33.7,0
-72.9,-33.5,0
-72.9,-33.3,0
-72.9,-33.1,0
-72.9,-32.9,0
-72.9,-32.7,0
-72.9,-32.5,0
-72.9,-32.3,0
-72.9,-32.1,0
-72.7,-41.9,0.074495032
-72.7,-41.7,0.087273769
-72.7,-41.5,0.092114523
-72.7,-41.3,0.093837939
-72.7,-41.1,0.094472714
-72.7,-40.9,0.09472581
-72.7,-40.7,0.094826117
-72.7,-40.5,0.094866261
-72.7,-40.3,0.094885886
-72.7,-40.1,0.094898731
-72.7,-39.9,0.094923362
-72.7,-39.7,0.094945744
-72.7,-39.5,0.094989136
-72.7,-39.3,0.095063657
-72.7,-39.1,0.09518718
-72.7,-38.9,0.095411181
-72.7,-38.7,0.095762812
-72.7,-38.5,0.096281059
-72.7,-38.3,0.096955664
-72.7,-38.1,0.097729549
-72.7,-37.9,0.098522268
-72.7,-37.7,0.099245101
-72.7,-37.5,0.09987735
-72.7,-37.3,0.100480303
-72.7,-37.1,0.10129109
-72.7,-36.9,0.10290277
-72.7,-36.7,0.106685996
-72.7,-36.5,0.114681989
-72.7,-36.3,0.123442277
-72.7,-36.1,0.127746224
-72.7,-35.9,0.129340902
-72.7,-35.7,0.129900217
-72.7,-35.5,0.130102187
-72.7,-35.3,0.130141318
-72.7,-35.1,0.130070001
-72.7,-34.9,0.129826233
-72.7,-34.7,0.129135251
-72.7,-34.5,0.127105191
-72.7,-34.3,0.120895147
-72.7,-34.1,0.103600897
-72.7,-33.9,0.075173259
-72.7,-33.7,0
-72.7,-33.5,0
-72.7,-33.3,0
-72.7,-33.1,0
-72.7,-32.9,0
-72.7,-32.7,0
-72.7,-32.5,0
-72.7,-32.3,0
-72.7,-32.1,0
-72.5,-41.9,0.07936728
-72.5,-41.7,0.092877984
-72.5,-41.5,0.097924896
-72.5,-41.3,0.099660546
-72.5,-41.1,0.100282222
-72.5,-40.9,0.100520648
-72.5,-40.7,0.100616403
-72.5,-40.5,0.100655682
-72.5,-40.3,0.100678384
-72.5,-40.1,0.100694612
-72.5,-39.9,0.100718237
-72.5,-39.7,0.100745849
-72.5,-39.5,0.100785315
-72.5,-39.3,0.100852169
-72.5,-39.1,0.100963973
-72.5,-38.9,0.101161785
-72.5,-38.7,0.101482071
-72.5,-38.5,0.101952866
-72.5,-38.3,0.102568105
-72.5,-38.1,0.103280142
-72.5,-37.9,0.104013354
-72.5,-37.7,0.104681633
-72.5,-37.5,0.10526669
-72.5,-37.3,0.105847463
-72.5,-37.1,0.106671385
-72.5,-36.9,0.108381942
-72.5,-36.7,0.1124072
-72.5,-36.5,0.120818257
-72.5,-36.3,0.130064756
-72.5,-36.1,0.134710744
-72.5,-35.9,0.136462003
