-72.9,-41.9,0.129615188
-72.9,-41.7,0.15444693
-72.9,-41.5,0.163444653
-72.9,-41.3,0.166339472
-72.9,-41.1,0.167339951
-72.9,-40.9,0.167672276
-72.9,-40.7,0.167780533
-72.9,-40.5,0.167808548
-72.9,-40.3,0.167828441
-72.9,-40.1,0.167845398
-72.9,-39.9,0.167874187
-72.9,-39.7,0.167931482
-72.9,-39.5,0.168021217
-72.9,-39.3,0.168202713
-72.9,-39.1,0.168503523
-72.9,-38.9,0.169054896
-72.9,-38.7,0.169962615
-72.9,-38.5,0.171354681
-72.9,-38.3,0.173260719
-72.9,-38.1,0.175542191
-72.9,-37.9,0.177939415
-72.9,-37.7,0.18014431
-72.9,-37.5,0.182013392
-72.9,-37.3,0.183650643
-72.9,-37.1,0.185406268
-72.9,-36.9,0.188112304
-72.9,-36.7,0.193423823
-72.9,-36.5,0.203734979
-72.9,-36.3,0.214623556
-72.9,-36.1,0.220002949
-72.9,-35.9,0.222179964
-72.9,-35.7,0.223048776
-72.9,-35.5,0.22337921
-72.9,-35.3,0.223405913
-72.9,-35.1,0.22315155
-72.9,-34.9,0.222443774
-72.9,-34.7,0.220800653
-72.9,-34.5,0.216942593
-72.9,-34.3,0.207334891
-72.9,-34.1,0.183259979
-72.9,-33.9,0.138693631
-72.9,-33.7,0
-72.7,-41.9,0.153598443
-72.7,-41.7,0.176824182
-72.7,-41.5,0.185129344
-72.7,-41.3,0.188076615
-72.7,-41.1,0.189070985
-72.7,-40.9,0.189403847
-72.7,-40.7,0.18950136
-72.7,-40.5,0.189524025
-72.7,-40.3,0.189537331
-72.7,-40.1,0.189551592
-72.7,-39.9,0.189595118
-72.7,-39.7,0.189639404
-72.7,-39.5,0.189730361
-72.7,-39.3,0.189890251
-72.7,-39.1,0.190166175
-72.7,-38.9,0.190678254
-72.7,-38.7,0.191522315
-72.7,-38.5,0.192836791
-72.7,-38.3,0.194638595
-72.7,-38.1,0.196801499
-72.7,-37.9,0.199082911
-72.7,-37.7,0.20118618
-72.7,-37.5,0.202987283
-72.7,-37.3,0.204564109
-72.7,-37.1,0.206333205
-72.7,-36.9,0.209256068
-72.7,-36.7,0.215416476
-72.7,-36.5,0.227692127
-72.7,-36.3,0.240683466
-72.7,-36.1,0.246937051
-72.7,-35.9,0.249317497
