longitude,latitude,Years,month,day,magnitude,depth,hour,minute
-70.93,-35.04,2003,5,25,3.2,112.7,9,10
-71.45,-35.71,2003,5,26,2.4,101.5,10,12
-71.49,-35.56,2003,5,26,3.2,107.3,18,13
-71.68,-35.97,2003,5,29,2.4,92.5,9,3
-70.72,-35.18,2003,6,3,2.4,110.5,18,42
-71.23,-35.06,2003,6,4,1.9,95.9,17,32
-71.03,-35.09,2003,6,9,3.4,111.9,15,1
-71.59,-36.37,2003,6,15,2.9,41.9,13,3
-71.58,-35.44,2003,6,19,3.6,97,5,0
-70.96,-35.3,2003,6,24,3.2,107.1,7,53
-71.59,-35.57,2003,6,24,3.2,107.3,22,19
-71.76,-35.78,2003,6,27,3.6,88,23,22
-71.65,-35.04,2003,6,28,2.7,51.7,10,29
-70.99,-35.01,2003,7,6,2.5,103,3,48
-71.06,-37.18,2003,7,10,2.9,140,18,25
-70.4,-35.83,2003,7,10,3.2,184.2,21,30
-71.48,-35.88,2003,7,10,4,117.5,22,15
-70.92,-35.34,2003,7,11,3,114.2,4,19
-71.61,-36.29,2003,7,11,2.9,119.6,18,5
-71.26,-37.37,2003,7,12,2.8,150,0,48
-71.24,-35.24,2003,7,14,3.3,107.4,16,32
-71.79,-36.02,2003,7,16,3.2,85,20,13
-71.08,-35.05,2003,7,17,2.1,92.3,3,39
-71.89,-37.14,2003,7,18,2.5,120.5,20,19
-71.49,-39.94,2003,7,19,4.2,140.6,4,37
-71.44,-36.36,2003,7,20,3.3,121.4,3,34
-71.04,-35.02,2003,7,22,1.9,99.5,8,41
-71.17,-35.05,2003,7,25,3.2,98.2,14,8
-70.84,-36.01,2003,7,26,3.3,16,3,40
-71.79,-36.15,2003,7,26,4,105.2,7,16
-71.45,-35.66,2003,7,29,2.8,106.3,23,6
-70.9,-35.84,2003,7,30,3.2,5,3,34
-71.38,-35.43,2003,8,7,2,89.4,8,53
-71.05,-35.37,2003,8,8,3.3,105.5,20,16
-71.41,-35.23,2003,8,10,3.3,99.5,11,55
-70.21,-35.22,2003,8,19,2.1,159.2,1,14
-71.28,-35.35,2003,8,20,3.1,97.8,6,20
-71.55,-35.52,2003,8,20,2.3,98.6,11,14
-71.27,-35.7,2003,8,28,2.2,142.9,11,21
-71.07,-35,2003,8,29,2.7,103.9,23,14
-71.42,-35.39,2003,9,3,3.1,103,7,22
-71.39,-35.37,2003,9,11,2.5,101.8,6,39
-71.26,-35.08,2003,9,12,3.2,87.8,3,41
-71.29,-35.62,2003,9,14,2.3,97,22,14
-70.21,-35.16,2003,9,16,2.8,162.4,14,27
-71.69,-35.71,2003,9,20,3.1,36.9,8,48
-71.34,-35.85,2003,9,24,3.6,116.7,13,53
-71.53,-36.65,2003,9,25,3.6,126.9,17,49
-71.11,-35.18,2003,9,28,5.1,108.2,17,40
-71.83,-35.48,2003,10,8,2.7,75,21,25
-71.6,-36.94,2003,10,10,2.8,146.8,10,51
-71.84,-36.94,2003,10,11,3.6,101.5,13,23
-71.44,-35.6,2003,10,20,2.8,96,9,48
-71.61,-35.7,2003,10,28,2.8,116.4,3,57
-71.48,-36.06,2003,10,29,2.5,118,6,39
-67.66,-35.6,2003,11,1,5.1,33,3,19
-67.47,-35.23,2003,11,1,4,10,6,13
-67.93,-36.24,2003,11,1,3.6,10,9,6
-68.59,-36.26,2003,11,2,3.4,7.3,3,19
-70.85,-37.8,2003,11,7,3.8,144.6,6,43
-71.71,-35.83,2003,11,16,2.7,112.5,19,23
-67.9,-35.15,2003,11,18,5,33,18,1
-67.28,-35.34,2003,11,18,4.2,33,21,3
-71.75,-36.03,2003,11,21,3.2,81.8,22,38
-71.06,-35.28,2003,11,29,3.8,115.2,2,28
-71.77,-36.4,2003,11,29,3.6,104.8,23,3
-71.74,-35.77,2003,12,12,3.1,97.3,13,22
-71.23,-36.44,2003,12,15,3.7,140.5,18,55
-70.29,-35.32,2003,12,16,3.2,170.8,9,7
-71.56,-37.09,2003,12,17,2.9,120.6,4,19
-71.75,-35.72,2003,12,20,3.2,118.1,12,13
-70.46,-35.03,2003,12,25,3.8,4,11,21
-71.55,-35.73,2003,12,31,3.3,54.3,15,34
-70.17,-35.36,2004,1,5,3,172,17,38
-70.61,-35.37,2004,1,12,3,2.7,23,49
-70.27,-35.02,2004,1,16,2.8,150.6,15,26
-67.16,-35.33,2004,1,21,4.2,10,11,4
-71.56,-35.67,2004,1,22,3,102.1,10,52
-71.56,-35.54,2004,1,24,3.7,84.5,12,44
-71.83,-35.69,2004,1,27,2.7,20.4,18,55
-71.47,-35.41,2004,2,2,3.1,97.5,23,5
-71.49,-39.28,2004,2,5,4.1,141.6,4,53
-70.57,-35.32,2004,2,5,3.7,16,10,39
-71.68,-36.14,2004,2,7,3,81.3,5,43
-69.97,-35.62,2004,2,12,4.2,178.9,2,47
-71.75,-36.73,2004,2,24,4.3,93.3,1,47
-71.22,-36.37,2004,2,25,2.8,3.1,18,21
-70.67,-35.31,2004,2,25,2.9,0.1,20,24
-70.48,-36.26,2004,2,27,4,195.9,11,46
-71.58,-35.38,2004,2,27,2.9,85,12,12
-71.48,-35.48,2004,3,1,3,98.6,14,53
-71.8,-36.65,2004,3,3,3.4,79.6,16,47
-71.18,-35.02,2004,3,10,2.7,94.6,18,55
-71.59,-35.7,2004,3,10,3,103.4,20,47
-70.59,-35.07,2004,3,17,3.3,1.3,11,5
-71.59,-35.84,2004,3,20,3.6,74.4,15,38
-70.84,-35.8,2004,3,21,3.1,2.8,22,43
-71.75,-38.42,2004,3,24,3.4,85,8,12
-71.67,-35.4,2004,3,31,2.4,80,1,16
-71.01,-35.03,2004,4,1,3.8,102.6,3,44
-71.67,-35.17,2004,4,1,2.5,67.6,7,19
-71.44,-35.15,2004,4,2,2.3,68.3,10,44
-70.44,-35.12,2004,4,8,3.2,3.8,14,42
-71.53,-35.89,2004,4,18,3.2,125.1,17,35
-70.98,-35.41,2004,4,22,3.3,106.6,2,34
-71.2,-35.44,2004,4,27,2.8,128.3,11,23
-71.47,-38.42,2004,5,4,3.4,100,4,12
-71.95,-35.93,2004,5,6,2.5,80.5,20,12
-67.26,-35.41,2004,5,7,4,5,23,55
-70.23,-35,2004,5,9,2.5,158,14,24
-70.74,-35.64,2004,5,10,3,2.4,17,45
-71.25,-35.09,2004,5,13,2.3,102.8,4,39
-71.66,-35.2,2004,5,16,2.8,58.1,2,14
-71.17,-35.4,2004,5,17,2.7,122.6,0,26
-71.68,-35.6,2004,5,17,3.7,100.9,18,54
-71.21,-35.18,2004,5,20,3.9,96.9,9,38
-71.34,-35.98,2004,5,29,3.1,117.4,9,15
-71.38,-35.59,2004,6,3,3.2,88.4,7,53
-71.41,-35.41,2004,6,3,3.3,104.6,19,13
-71.22,-36.03,2004,6,6,4,128.9,15,38
-71.76,-35.97,2004,6,7,2.7,97.6,11,18
-71.21,-35.19,2004,6,8,3.3,109,5,33
-71.35,-38.68,2004,6,10,3.7,130,3,36
-70.77,-35.19,2004,6,15,2.5,150,12,20
-70.54,-35.02,2004,6,19,2.4,126.5,9,56
-71.84,-35.04,2004,6,26,3.6,68.8,11,41
-71.13,-35,2004,6,28,2.7,88.7,19,26
-71.88,-36.73,2004,6,29,4.1,90,2,26
-71.22,-35.21,2004,7,3,3.1,105.3,5,30
-71.25,-35.22,2004,7,3,3.4,91.1,13,53
-71.93,-36.25,2004,7,10,2.6,82.5,7,47
-71.23,-35.5,2004,7,13,3.2,85.6,18,43
-71.54,-35.52,2004,7,19,2.7,95,5,4
-71.48,-35.88,2004,7,19,3.2,89.8,7,29
-71.53,-35.83,2004,7,25,3.1,103.4,23,36
-71.09,-35.28,2004,8,2,2.3,100,5,59
-70.86,-35.3,2004,8,4,2.9,140.9,17,37
-71.39,-36.89,2004,8,6,2.8,35,12,3
-71.27,-35.2,2004,8,12,2.3,84,12,44
-70.34,-35.32,2004,8,12,2.5,13,16,28
-70.92,-35.21,2004,8,13,2.5,117.3,13,5
-71.28,-35.22,2004,8,14,2.8,94.6,8,40
-71.11,-35.08,2004,8,14,2.3,115.5,22,49
-71.04,-35.38,2004,8,15,2.3,100,7,0
-71.99,-36.14,2004,8,15,2.9,60,17,47
-71.84,-35.29,2004,8,17,2.9,85,16,3
-71.2,-35.34,2004,8,19,2.7,114,1,22
-70.36,-35.01,2004,8,19,2.3,1,16,28
-68.49,-36.07,2004,8,20,3.7,76.1,13,8
-71.61,-40.38,2004,8,21,4.4,120,11,11
-71.7,-35.58,2004,8,21,2.9,63.9,14,36
-70.97,-40.26,2004,8,22,4.6,141.9,14,52
-71.88,-36.12,2004,8,22,3.3,80.5,23,57
-71.65,-36.02,2004,8,25,2.9,12.3,3,10
-71.25,-36.15,2004,8,25,3.4,144.7,13,38
-70.55,-35.06,2004,8,28,3,1.3,10,52
-70.42,-35.07,2004,8,28,6.2,33,13,41
-71.47,-35.45,2004,8,30,2.9,89.7,6,41
-71.25,-35.06,2004,8,31,2.7,99.8,19,25
-71.48,-35.99,2004,9,4,3,111.4,7,37
-70.98,-35.3,2004,9,4,2.8,105.7,23,26
-69.93,-35.42,2004,9,5,3.2,191.8,2,33
-71.42,-35.49,2004,9,6,2.5,93.1,7,34
-71.36,-35.31,2004,9,10,3.3,88.1,0,33
-70.97,-35.35,2004,9,11,3.3,104.6,16,2
-71.76,-35.74,2004,9,13,3.1,86.6,20,49
-71.52,-35.54,2004,9,17,3.2,101,9,45
-71.27,-35.06,2004,10,15,2.5,84.4,22,12
-71.74,-35.54,2004,10,22,3.1,91.6,0,0
-71.6,-35.6,2004,10,25,3,77.5,4,7
-71.17,-35.25,2004,10,26,2.8,104.2,5,55
-71.57,-35.64,2004,11,6,3.7,112.7,6,24
-71.19,-36.71,2004,11,6,4.4,117.1,12,18
-71.44,-35.37,2004,11,9,2.7,133.3,16,47
-71.74,-35.08,2004,11,12,2.5,60.1,18,53
-71.28,-35.51,2004,11,13,2.9,111,23,23
-70.49,-37.31,2004,11,17,3.8,10,16,45
-71.84,-35.09,2004,11,30,3.2,42.1,12,21
-71.72,-35.67,2004,12,2,3.2,92.1,10,7
-71.37,-35.38,2004,12,3,2.8,118.4,19,39
-70.83,-37.47,2004,12,8,4.7,145.6,23,55
-71.86,-35.86,2004,12,10,3,119.9,9,0
-71.26,-35.26,2004,12,16,3.3,84.7,16,24
-71.13,-35.11,2004,12,24,3.1,105.3,22,32
-71.74,-35.23,2004,12,29,3,65.6,11,13
-71.36,-36.16,2004,12,31,3.2,78.6,10,15
-71.82,-37.41,2005,1,2,3.4,118.5,3,46
-70.28,-35.62,2005,1,14,3.1,187.5,21,55
-71.19,-35,2005,1,21,3.2,98.7,23,58
-70.73,-36.03,2005,2,1,3.6,0.6,17,12
-70.65,-36.07,2005,2,1,3.6,11.8,19,5
-71.35,-35.35,2005,2,11,2.7,86,20,44
-71.43,-35.3,2005,2,16,3.1,93.9,17,19
-71.86,-36.09,2005,2,19,4,113.7,19,44
-71.38,-35.82,2005,2,19,2.8,118.7,20,56
-69.59,-35.48,2005,2,19,3.2,212.9,22,19
-70.97,-39.28,2005,2,21,4,125.1,6,58
-71.49,-35.55,2005,2,26,3.3,120.7,0,41
-70.09,-36.32,2005,3,2,3.9,228.2,5,41
-71.1,-35.29,2005,3,12,3.1,107.2,12,32
-71.86,-36.24,2005,3,15,3.9,65,6,53
-71.76,-35.12,2005,3,19,2.3,76.1,6,36
-71.38,-35.05,2005,3,20,2.3,103.4,5,15
-71.01,-35.36,2005,3,22,2.9,108.8,9,23
-71.21,-35.08,2005,3,24,2.8,80.8,14,17
-71.95,-35.56,2005,3,25,2.9,74.6,1,59
-70.83,-35.64,2005,3,25,3,131.9,21,52
-71.32,-35.24,2005,3,30,4.9,91.2,23,31
-71.08,-37.43,2005,4,2,3.2,154.7,21,34
-71.39,-36.11,2005,4,3,3.2,128.8,19,19
-70.54,-35.78,2005,4,5,3,3,2,50
-71.47,-36.09,2005,4,8,3.2,137,16,52
-71.45,-35.61,2005,4,12,3.1,114.3,2,34
-71.74,-35.36,2005,4,14,3.1,56.1,1,44
-71.17,-36.86,2005,4,18,3.6,160,21,46
-71.78,-35.02,2005,5,6,2.7,44.3,0,50
-71.84,-36.08,2005,5,12,3,98.2,7,48
-71.78,-35.83,2005,5,18,3.1,78.6,4,53
-70.89,-36.85,2005,5,20,3.3,150,2,44
-71.8,-35.08,2005,6,5,3.2,57.8,3,41
-70.47,-35.83,2005,6,6,3.3,192.8,4,6
-71.39,-35.79,2005,6,7,3.4,107.5,19,17
-71.44,-35.96,2005,6,22,3.2,116.3,11,18
-70.35,-35.6,2005,7,11,3.2,150,19,8
-71.9,-36.06,2005,7,16,3.8,101.5,13,29
-71.44,-35.86,2005,7,26,3,145,17,0
-70.66,-35.96,2005,7,29,3,24.2,15,43
-70.51,-36.06,2005,7,30,3.2,198.5,9,57
-70.96,-35.78,2005,8,1,2.7,15.5,2,29
-71.71,-36.52,2005,8,1,3.3,90.1,22,44
-71.41,-35.66,2005,8,12,2.9,103.6,4,17
-71.55,-35.61,2005,8,20,3.1,114.4,12,15
-71.17,-35.45,2005,8,21,2.8,115.4,13,33
-71.43,-36.13,2005,8,28,3.2,147.1,20,41
-71.87,-35.64,2005,8,29,3.1,40.9,1,18
-70.94,-35.35,2005,8,30,3.2,109.6,21,33
-71.13,-35.36,2005,8,31,2.5,110,4,12
-71.23,-35.12,2005,8,31,3,106.4,22,1
-71.98,-36.16,2005,9,1,3.2,95,22,58
-71.66,-36.27,2005,9,4,4.7,84.1,22,24
-71.66,-35.44,2005,9,7,2.7,95,7,57
-68.5,-35.03,2005,9,9,2.3,0.8,12,4
-71.11,-35,2005,9,11,3.2,101.9,21,20
-70.56,-38.17,2005,9,15,4.4,117.3,4,10
-71.51,-35.39,2005,9,17,3.1,92.4,19,13
-71.27,-35.31,2005,9,21,2.8,126.9,2,14
-71.41,-36.16,2005,9,25,4.2,104.5,2,20
-71.06,-36.94,2005,10,2,3.2,150,8,11
-71.17,-35.23,2005,10,2,2.5,93.2,18,59
-71.38,-35.08,2005,10,4,3.2,80.8,1,8
-71.73,-35.92,2005,10,4,3,74.4,2,19
-71.15,-35.07,2005,10,9,2.3,96.5,2,35
-71.09,-35.11,2005,10,12,2.5,124.2,22,48
-71.19,-35.07,2005,10,23,3,100.8,12,3
-71.27,-35.44,2005,10,27,2.5,129.8,2,36
-71.26,-35.44,2005,11,3,2.7,111.2,16,41
-70.5,-35.86,2005,11,4,3.4,193.8,16,37
-71.04,-35.05,2005,11,10,3.2,98.1,21,37
-71.76,-35.77,2005,11,15,3.2,93.1,16,13
-70.89,-36.54,2005,11,15,3.4,145,18,40
-71.11,-35.04,2005,11,17,2.5,96.3,15,55
-71.54,-36.66,2005,11,19,3.6,156.1,7,2
-70.99,-35.43,2005,11,29,2.8,103,13,41
-71.17,-36.18,2005,12,4,3.6,119.6,0,22
-70.93,-37.43,2005,12,5,3,19.8,5,20
-71.28,-35.19,2005,12,8,2.9,93.6,21,43
-71.79,-35.56,2005,12,10,3,89.9,18,55
-70.93,-35.51,2005,12,14,3,120.2,8,1
-71.15,-36.09,2005,12,22,3.2,133.3,9,34
-71.7,-35.93,2005,12,27,3.3,91.3,12,16
-71.42,-39.83,2005,12,31,4.6,147.7,12,39
-71.45,-35.39,2006,1,5,3.2,98.9,12,35
-71.11,-35.05,2006,1,8,2.3,107.9,6,10
-71.33,-36.29,2006,1,8,3.2,140.7,14,5
-71.19,-35.31,2006,1,11,2.8,105.2,7,18
-71.55,-35.67,2006,1,13,3.2,102.8,7,41
-71.43,-35.59,2006,1,14,3,106.8,18,0
-70.9,-37.14,2006,1,24,3.2,147.5,7,53
-71.99,-37.83,2006,1,28,3.8,93.4,14,40
-71.07,-35.02,2006,1,29,4.1,95.6,10,44
-71.16,-37.57,2006,1,29,3.8,123.9,17,19
-71.8,-35.8,2006,2,10,3.2,67.4,8,4
-71.92,-35.12,2006,2,19,2.3,36.4,4,22
-71.98,-39.32,2006,2,19,4.6,115.1,23,32
-71.72,-35.05,2006,2,25,3.4,55.5,13,32
-71.23,-35.13,2006,2,27,2.8,103.2,0,3
-69.65,-35.76,2006,2,27,3.3,217.1,2,32
-71.42,-35.45,2006,3,1,2.8,124.5,9,45
-71.12,-36.34,2006,3,1,4.5,152.3,18,1
-71.5,-35.81,2006,3,3,3.2,90.8,6,52
-71.99,-35.9,2006,3,4,3,76.8,18,17
-71.68,-37.03,2006,3,19,2.9,127.7,19,59
-71.76,-35.54,2006,3,21,2.8,82.6,21,27
-71.25,-35.17,2006,3,22,3.2,94.1,21,42
-71.67,-36.87,2006,4,7,3.1,6.4,11,36
-71.62,-35.73,2006,4,7,3.4,111.9,18,56
-71.58,-35.55,2006,4,12,3.6,100.9,13,20
-71.24,-35.73,2006,4,17,3.6,109.2,14,3
-71.19,-35.23,2006,4,18,2.4,103.9,17,58
-71.27,-36.24,2006,4,19,3.4,128.3,19,5
-71.88,-39.6,2006,4,23,4.7,70,5,14
-71.17,-35.44,2006,4,29,2.7,129.7,3,19
-71.31,-35.58,2006,4,30,4.4,95.5,12,11
-71.61,-35.92,2006,5,7,2.6,101.3,8,37
-70.77,-36.04,2006,5,8,2.8,163.4,6,10
-71.61,-36.97,2006,5,10,3.9,8.5,4,41
-71.72,-35.72,2006,5,17,3.9,64.3,22,29
-71.11,-36.34,2006,5,18,3.8,0.1,7,10
-71.65,-36.03,2006,5,22,2.4,91.9,4,30
-71.16,-35,2006,5,23,2.5,90.4,4,39
-70.38,-35.11,2006,6,2,2.1,16.1,3,30
-71,-35.27,2006,6,6,3.3,109.7,20,17
-71.4,-35.81,2006,6,9,3.7,123.1,21,31
-70.56,-35.03,2006,6,13,3.7,17.8,18,22
-71.67,-35.84,2006,6,15,3.8,74.1,8,21
-70.25,-35.17,2006,6,15,2.7,171.1,18,43
-70.93,-35.34,2006,6,18,2.8,107.8,14,34
-70.39,-36.13,2006,6,22,3.1,206.3,21,43
-71.22,-35.1,2006,6,24,2.7,108.2,2,48
-71.75,-36.08,2006,6,25,3.1,97.4,11,37
-71.16,-37.01,2006,6,29,4,158.7,0,10
-70.72,-35.54,2006,7,2,2.8,123.5,22,22
-71.28,-35.12,2006,7,3,2.3,116.1,7,56
-71.83,-37.09,2006,7,8,4.9,98.2,7,43
-71.34,-35.68,2006,7,10,4.1,125,2,12
-70.89,-35.3,2006,7,10,3.1,105.3,2,25
-70.47,-35.05,2006,7,10,3.6,18,20,39
-70.55,-35.05,2006,7,13,2.9,34.9,4,55
-70.93,-35.33,2006,7,13,3.1,107.5,21,19
-71.76,-35.1,2006,7,19,3.1,51.5,22,39
-71.6,-37.15,2006,7,26,3.7,110.8,11,22
-71.27,-36.62,2006,7,27,3.4,157.8,17,51
-70.36,-35,2006,7,30,3,17.6,2,38
-71.73,-35.78,2006,8,3,3.9,71.3,1,40
-71.66,-35.08,2006,8,5,2.4,62.4,13,2
-70.52,-35.05,2006,8,5,2.5,19.5,21,12
-71.3,-35.67,2006,8,9,3.7,105,1,24
-70.59,-35.31,2006,8,11,3.4,2.8,21,37
-70.56,-35.34,2006,8,12,4.1,1.5,0,17
-71.01,-35.34,2006,8,15,2.6,105.7,23,54
-71.15,-35.35,2006,8,15,2.2,108.9,23,56
-71.57,-35.01,2006,9,2,3.1,46.3,17,25
-71.35,-35.46,2006,9,4,2.7,115.8,14,27
-71.44,-35.39,2006,9,8,3.7,100.9,22,39
-71.99,-35.01,2006,9,11,3,60.9,9,19
-70.97,-35.32,2006,9,11,2.9,109.5,20,24
-70.46,-35.05,2006,9,14,2.4,17.2,19,3
-71.11,-35.05,2006,9,17,2.4,89.5,10,12
-71.82,-36.24,2006,9,23,2.9,68.8,4,22
-70.39,-37.97,2006,9,23,3.6,150,20,45
-71.37,-35.17,2006,9,24,2.8,86.7,2,42
-70.96,-35.32,2006,9,25,3.7,113,10,11
-71.82,-35.28,2006,9,26,2.4,36.8,5,51
-71.08,-35.15,2006,9,27,2.9,95,6,37
-71.81,-36.12,2006,9,29,3.3,107.1,8,48
-70.51,-35.03,2006,10,6,2.1,12.7,9,15
-71.5,-36.26,2006,10,16,3.7,151.1,22,1
-71.22,-35.08,2006,10,20,2.9,98.7,21,32
-70.56,-35.01,2006,10,21,2.1,17.8,11,43
-71.91,-36.2,2006,10,21,3.1,73.3,12,16
-70.54,-35.02,2006,10,26,2.5,20.6,0,44
-70.32,-35.45,2006,10,27,3,157.4,23,53
-70.94,-35.29,2006,11,1,3.2,107.7,1,16
-70.74,-35.01,2006,11,3,3.4,107.9,2,58
-71.97,-35.27,2006,11,6,2.5,45,4,17
-70.63,-35.07,2006,11,10,2.7,6.9,19,36
-71.33,-35.43,2006,11,16,3.1,109.8,21,16
-71.81,-35.01,2006,11,18,2.5,80.5,22,48
-70.38,-35.11,2006,11,21,2.8,2,8,37
-71.09,-35.16,2006,11,23,2.5,105.4,15,14
-71.65,-35.07,2006,11,24,3,61.4,20,27
-70.83,-35.32,2006,12,1,3,109.7,4,44
-71.06,-35.27,2006,12,3,3.1,118.5,11,36
-71.3,-35.54,2006,12,5,2.8,144.3,14,32
-71.1,-35.37,2006,12,10,2.7,119.9,20,48
-71.56,-37.38,2006,12,20,3.9,127.4,7,14
-71.86,-35.01,2006,12,25,4.4,58.5,22,48
-71,-37.7,2006,12,31,5.5,33,14,55
-71.34,-35.89,2007,1,3,2.8,130.2,13,55
-70.46,-35.03,2007,1,4,2.3,21.2,13,46
-70.84,-35.38,2007,1,4,3.3,103.7,21,39
-71.3,-35.41,2007,1,7,5,109.8,10,55
-71.57,-36.06,2007,1,8,4,129,13,22
-71.16,-35.02,2007,1,11,2.2,100.2,2,40
-70.54,-35.02,2007,1,19,2.4,17.7,9,46
-71.92,-35.96,2007,1,23,2.7,76.2,4,52
-70.6,-35.04,2007,1,27,2.1,4,7,43
-71.16,-35.05,2007,2,14,2.6,94.3,23,57
-71.16,-38.4,2007,2,17,3,145,0,40
-71.7,-35.93,2007,2,20,2.3,28.6,23,2
-70.63,-35.15,2007,2,26,3,37.1,3,10
-71.34,-35.03,2007,3,9,2.7,69.7,9,23
-68.43,-35,2007,3,16,4,80,22,8
-71.95,-35.16,2007,3,19,2.5,55,2,3
-71.93,-35.56,2007,3,19,2.7,57.3,6,41
-71.38,-35.84,2007,3,23,2.7,129.4,7,44
-71.56,-35.05,2007,3,27,2.3,41,3,47
-70.93,-35.85,2007,4,11,3,130,3,28
-70.55,-35.02,2007,4,13,2.4,17.5,2,29
-71.17,-36.51,2007,4,30,2.8,147.1,16,46
-71.81,-35.94,2007,5,2,3.3,105.4,7,55
-71.93,-36.16,2007,5,3,3.7,137.3,3,2
-71.61,-35.13,2007,5,3,3.4,61.1,23,4
-71.83,-40.49,2007,5,6,4.2,26,22,57
-70.47,-35.08,2007,5,9,2.4,19.4,14,5
-71.32,-35.54,2007,5,13,4.1,96.3,4,38
-71.14,-35.02,2007,5,13,3.1,102.7,12,58
-71.92,-35.3,2007,5,17,4,61.9,12,10
-70.53,-35.1,2007,5,21,2.5,11.8,10,58
-71.08,-35.08,2007,5,25,2.9,103.4,12,3
-71.73,-40.32,2007,5,27,3.8,33.5,20,52
-71.16,-39.85,2007,5,29,4.4,156.3,16,16
-71.41,-38.16,2007,6,1,4,14.9,3,37
-71.64,-35.82,2007,6,4,2.5,91.2,1,29
-71.26,-35.64,2007,6,4,2.2,80.2,15,56
-71.91,-35.91,2007,6,6,3.1,80.6,17,3
-71.13,-35.21,2007,6,7,2.4,117.9,0,32
-71.12,-35.13,2007,6,11,2.6,99.5,15,55
-71.64,-35.55,2007,6,13,2.8,95.8,23,24
-71.74,-35.74,2007,6,16,2.7,66.2,8,23
-71.14,-35.27,2007,6,18,2.3,143.9,9,57
-71.8,-36.01,2007,6,20,3.8,28.4,11,16
-71.11,-35.15,2007,6,22,3.6,109.3,6,33
-71.4,-35.99,2007,6,22,3.1,114.7,23,47
-71.62,-35.36,2007,6,25,2.7,85,8,38
-71.53,-35.16,2007,7,13,2.7,85,11,56
-70.58,-35.19,2007,7,14,2.9,151.9,15,54
-71.04,-35.26,2007,7,14,2.5,115.5,16,3
-71.33,-36.12,2007,7,17,3.1,158.5,15,5
-71.68,-35.5,2007,7,20,3.2,37.3,19,23
-70.37,-35.12,2007,7,25,3.2,11.2,1,45
-70.37,-35.07,2007,7,25,3.1,19.7,2,35
-71.67,-35.01,2007,7,25,4,62.8,7,14
-71.25,-36.47,2007,7,25,3,169.1,14,7
-70.98,-35.34,2007,7,28,2.5,107,15,52
-71.36,-35.86,2007,8,1,2.9,102.8,3,15
-71.18,-35.41,2007,8,4,2.5,106.7,7,6
-70.79,-36.13,2007,8,6,3.8,207.6,0,25
-71.16,-35.55,2007,8,10,2.6,135,2,9
-70.94,-35.32,2007,8,13,3.3,108.1,5,26
-71.19,-35.02,2007,8,16,2.3,84.4,6,43
-70.78,-35.4,2007,8,18,2.3,3,12,40
-71.76,-40.43,2007,8,20,4.8,52.7,21,52
-71.56,-36.72,2007,8,30,3.4,0.1,5,50
-70.77,-35.4,2007,9,1,2.9,50.5,2,2
-71.26,-35.45,2007,9,1,4,110.8,22,40
-69.35,-36.39,2007,9,7,3.2,0.1,5,27
-71.19,-36.87,2007,9,8,2.9,156.9,3,49
-70.7,-35.33,2007,9,8,2.8,147.7,14,51
-71.17,-35.08,2007,9,13,2.5,101.3,11,40
-71.8,-36.82,2007,9,17,2.8,104.9,5,34
-70.78,-35.28,2007,9,19,2.7,131,16,58
-70.58,-35,2007,9,20,2.2,19.7,7,59
-71.5,-35.28,2007,9,21,2.7,85,11,36
-71.31,-35.01,2007,9,21,3.2,79.7,22,42
-71.46,-35.82,2007,9,23,2.6,98.9,22,35
-70.55,-35.02,2007,9,26,2,17.2,8,29
-70.92,-35.12,2007,9,27,2.5,108.3,14,42
-71.27,-35.16,2007,9,27,2.8,105,22,26
-71.88,-35.43,2007,9,28,2.5,75,19,28
-71.54,-35.84,2007,10,3,2.9,108,3,0
-71.67,-35.35,2007,10,4,2.7,90.3,20,27
-71.89,-36.03,2007,10,7,1.6,69.6,8,49
-70.26,-35.14,2007,10,7,2.9,156.1,9,2
-70.6,-35.18,2007,10,7,2.7,21.3,17,50
-71.15,-36.29,2007,10,15,3.2,146.4,2,21
-71.38,-36.17,2007,10,18,3.4,112.5,3,43
-71.81,-38.86,2007,10,18,2.8,14.5,5,36
-71.63,-36.46,2007,10,20,3.2,113.3,23,55
-71.8,-40.15,2007,10,22,3.5,33,2,52
-71.2,-35.55,2007,10,28,2.7,109,15,36
-71.5,-36.04,2007,10,29,2.8,143.5,14,37
-71.62,-36.03,2007,10,29,3.4,97.8,21,39
-71.74,-36.36,2007,10,31,3.6,90.5,15,16
-71.89,-35.91,2007,10,31,2.9,80.5,21,57
-70.48,-35.03,2007,11,7,2.4,20.4,12,20
-71.18,-35.31,2007,12,9,3,103.5,12,0
-70.66,-37.06,2007,12,27,4,160,13,22
-68.12,-35.2,2007,12,31,3.9,70,9,55
-71.41,-35.12,2008,1,6,2.7,69.3,11,26
-71.04,-35.47,2008,1,8,3,119.3,23,14
-70.83,-35.02,2008,1,11,3.2,109.9,20,38
-70.36,-35.23,2008,1,12,2.7,36.3,19,17
-71.58,-35.44,2008,1,12,2.8,92.7,21,58
-70.59,-35.15,2008,1,17,4.2,28,4,52
-70.59,-35.13,2008,1,17,3.4,17.4,4,55
-68.18,-35.95,2008,2,1,5,60,1,36
-71.38,-35.84,2008,2,2,3.1,95,10,14
-71.93,-36.52,2008,2,3,4,80.1,23,31
-71.51,-38.95,2008,2,16,4.7,52.7,4,23
-71.82,-40.33,2008,2,20,4.6,16.6,12,21
-71.74,-36.13,2008,3,1,2.9,71.4,15,34
-71.32,-35.21,2008,3,9,2.6,117,17,1
